username,like,content,ctime,topic
司尺音,27,现在政府补贴叫停，利润腰斩一半新人很难受，我不打算入了,2020-09-29 16:21:51,0
火焰欲狂舞,21,我觉得买个光伏基金都比这个赚钱[doge],2021-08-03 09:17:35,0
不好不坏做个人,16,这几年技术又进步了，光伏发电效率能达到23%，有些地方的发电成本三毛1度，前几年是国家补贴，大家都是赚国家补贴的钱，现在技术上升了，各个地区都猛建发电站，把电卖给国家,2021-02-12 14:02:12,0
影音小破站,13,装的有点点贵了，16年你找我的话5千瓦估计3万3-3万5就装了，我说的是好板子，而且看数据，你那儿属于3类太阳能资源区里比较一般的地区，回本期稍长了些，我做的都是6年多回本,2020-07-29 10:55:22,0
前庭夜会,12,讲回本就没意思了，主要是自己用还可以，可以视作一个独立的供电系统。每天100度电的话，家人完全可以用这5万块钱过上更好的生活。5万放在那里什么也做不了，甚至赶不上通胀。一个房子有一个独立的能量来源，很多事情都可以更轻松了。,2021-06-22 04:42:31,1
bio-guys,11,"课代表：4年前，投资4万，每年4千，十年回本（补贴比现在多，有多少没说），

现在5千瓦，投资2万5，7年回本，补贴比之前的少一点。",2021-01-01 17:25:41,0
python_hello_py,11,就是个骗局,2020-04-19 23:11:33,1
灼灼光耀,8,笑死我了，以投资的名义就是骗子，现在通胀持续走高，世界一年一个样，我存银行还有玩基金都比这玩意合算，不说了等我年入百万再来买这个玩玩吧，就是个玩具，,2021-08-20 14:05:50,0
鹿鹿Lookin,8,"嗯，很多评论区说了
第一，看维护成本
第二，看折旧
第三，要看机会成本
有闲钱的可以试试看，但我确实不认为他是个好的投资标的。不过谢谢阿婆主分享！",2020-06-17 20:27:58,2
没驾照的囧囧,6,这玩意挣这点钱，，每天抽出一小时送两单外卖都比这多好吗[辣眼睛],2021-10-04 04:31:53,1
祖传牛皮藓专治老中医,6,下冰雹会砸坏吗,2021-01-05 21:43:54,1
kk5777qin,6,现在光伏板不是 可以到550W一片了吗 价格也一直再降，再过几年5000W降到 1万的时候 就可以装了,2020-09-20 13:54:46,1
夜鸠千羽,5,合同是租聘设备合同 损坏就以高出市场价赔付 20年 签了等赔钱就行了,2021-09-29 09:14:43,1
我好像有那大病,5,家里耗电大电费贵自用合适，讲卖电赚钱安安稳稳十来年不出事我觉的有点困难,2021-09-13 21:54:20,0
吴小农,5,我认为太阳能其实就是身处偏远地区给国家电网省点电，多利用点清洁能源，提高自给能力，没啥不好，当然要赚钱是不可能的，要是能赚钱，早就在日照好的地区大面积布局了,2021-03-07 12:33:56,0
蹲点剁手,5,一般8-10年回本。10年国产硅板也想好快坏了。想要真正挣钱那要能做的大直接到工厂拿板块。能在炎热地区4-5年回本。,2020-06-22 18:52:59,0
埋锅造饭骑行,4,光伏发电就是骗局，成本太高，回报太小，而且这东西是有寿命的，基本就是你把钱扔出去也就是白扔了，不赚钱，最后这一堆破烂还属于污染物。,2021-12-23 14:32:48,0
cloudyhy,4,"太阳能板倒没什么，主要是逆变器和电池，电池不便宜。
另外咨询下，电池如何放置的？在家放是否有火灾隐患？这玩意爆燃很吓人啊",2021-09-20 19:55:14,0
哔站董事会,3,花这钱不如买光伏厂家股票,2021-10-04 14:04:19,1
伍六柒大虾,3,一句话设备成本不降下来就不赚钱就是个大坑,2021-10-04 07:57:25,0
深渊审判酱,3,我们家也来过推销的，不过最终没装，理想状态下回本要10多年。这些钱理财收益也不低，加上设备折旧，或者后期损坏维修各种麻烦事，反正我觉得没意义。,2021-09-18 16:12:55,1
君豪喵喵喵,3,第一投资高 第二 收益慢 第三 回本后 在等收益 设备已经光衰了  新手很少熬到第三个阶段,2021-09-15 05:10:14,0
xcjson,3,一般保修才10年吧。。。,2020-05-03 19:52:13,1
哔哩伐木,2,跟赌博似的慢慢回本路，我tm出场地还要给保养还要买下来？,2021-12-20 16:43:27,2
游民说,2,都是骗子公司的套路，用合同漏洞欺骗不懂的人，小心不要上当了。,2021-09-20 23:34:35,2
种花家小康,2,装个屁  就是个骗局,2021-09-18 15:25:27,1
嘿喂狗瞎卡拉卡,2,我有个想法就是自己建个小水电站，20千瓦或50千瓦。但是直接卖给电网，怕电网不收。能不能自己建个光伏发电，再把水发的电并入光伏发的电再卖给电网。,2021-03-30 10:39:30,1
南极风188188,2,搞个毛线了,2020-12-28 14:53:13,1
吉吉哥哟,2,这个三年来有故障过吗，需要维修或者保养吗？下雨天漏水不，希望up主看到了，可以解答下，我们这里宣传的装这个光伏发电可以多盖个阳光房,2020-07-28 19:43:53,1
-木下秀吉-,2,又来人洗白了,2022-03-22 00:37:39,2
默尔索的孤岛,1,我动态里有份光伏合同，大家帮我看下坑不坑,2021-11-26 09:57:30,0
二氧化碳xo,1,官方认证是骗局,2021-11-10 01:18:13,2
薛定谔的飞天猪,1,有些房子屋顶本来就是要搭棚的，搭棚的价格其实没比装装光伏便宜多少，不能光看发电收益的。,2021-10-22 02:12:07,0
眼疾手还慢,1,我想问一下你家的这个坏了嘛？又没有被告被要求赔偿[doge],2021-09-17 17:28:09,0
白袍人渣,1,4w，随便买只龙头股，十年[妙啊],2021-09-16 22:27:44,0
背后几刀,1,你家空调没装好  你知道吗？,2021-09-16 21:00:07,1
ROBOTECH_T,1,你这收益计算有问题,2021-09-16 16:24:04,2
c-sunc6,1,我不到一万多就自己做一套系统了，买了一套自家用[doge],2021-09-13 18:50:09,1
没意思退了,1,十年不挣钱，还要掏钱，其实没有任何收益，,2021-08-20 19:32:14,0
电子彡DIY,1,你这种光伏板子看上去像是多瞐的,2021-08-07 22:30:57,1
九月嘲风,1,他这个是多晶的如果是单晶的可能多一倍了。现在单晶540很普遍了450已经硬通了估计很快就会淘汰。,2021-05-04 16:39:42,2
ooyyhh2008,1,中国电价这么低，搞不过的,2021-04-17 23:15:26,1
你以为你是罗马么,1,"不亏的。

如果10年回本，全寿命25年，年化收益率在9%以上。",2021-03-13 14:40:40,0
冷殇热恋,1,并网系统，如果遇到连续阴雨天，太阳能板自己发的电量不足以支持家庭用电，怎么办！,2021-02-13 18:11:11,1
忧郁的海,1,要不要定时清灰啊，灰尘不清会不会影响光伏板的效率？,2020-10-05 12:05:17,0
audiogarten,1,12年收回成本，已经是个不错的投资回报率了,2020-10-05 10:32:28,1
流量卡老油条,1,我这边要给我免费装！！不知道是不是骗局！！！！,2020-04-08 16:03:20,1
t吞吞吐吐,1,你在什么地区？你这个才合1200h的有效光照时间，还不如江苏泰州地区的光照时间,2020-03-24 14:40:34,0
小熊dear,1,光伏发电就是伪环保，20年后就是一堆污染物,2022-02-18 18:39:01,1
小熊dear,1,还真以为能挣钱，在南方做屋顶隔热就很不错 ，可以省点空调费,2022-02-18 18:30:51,1
82年的耗油,0,这东西能不能用25年啊。我怎么感觉够呛啊？中途坏了维护成本得多少啊？还是说不能修只能换。或者维修成本很高呢？,2021-12-15 02:41:25,1
豆豆爸粑,0,2.5的板要20块？,2021-11-22 06:21:36,0
B站6666666666666,0,UP主说话嗯嗯唧唧，声音还小，希望注意下,2021-11-21 15:58:53,2
真的没没昵称,0,自己家房顶安装光伏板发的电够自己家一个小空调用多长时间？,2021-11-17 20:20:44,1
成宇123456,0,一开始的自我介绍有点像相亲！[doge][笑哭][呲牙],2021-11-09 09:26:01,1
ryoryoen,0,装卫星锅，犯法哦,2021-11-08 21:16:09,2
萌新劝退专员,0,老哥吃点好的补一补吧,2021-11-08 12:32:00,2
笑尘天雨,0,"[doge]全卖电网8毛,然后自用电5毛能赚3毛钱差价",2021-10-21 11:33:41,0
1蛐蛐1,0,能赚钱还需要你们投资不想想,2021-10-19 16:26:08,1
求同存异-根本利益,0,"现在赚翻了.
马上太阳能发电要爆发了",2021-10-14 10:22:28,2
麝牙不是小黑子,0,我装这个不打算赚钱的，就是为国家省点,2021-10-09 03:46:01,0
地表风向,0,装这个是在等拆迁[滑稽],2021-10-06 19:03:44,1
深夜毒耳,0,"我家也装了光伏发电，当时是打算做隔热层的，然后了解到有这个，价格好像差的不是特别多还能慢慢回本，于是便装了。
所以这东西如果家里刚好有做隔热层的打算还是挺划算的。",2021-10-06 15:33:35,1
允哲,0,算上通货膨胀和本金基本理财收益率，up主至少16年收回通货膨胀资本，20年才能收回基本收益成本。,2021-10-06 00:30:58,0
Pachina,0,@正泰,2021-10-04 15:28:53,0
爱吃香菜的河马,0,这个可以自己用吗？,2021-10-04 05:36:00,0
神秘高手加吉他手,0,还有自己用的电,2021-10-03 18:31:22,0
烈风981,0,但是设备维护保养需要费用吗,2021-10-03 17:36:00,1
孤独又灿烂的花花,0,这个很坑，需要你兜底的，可以说是骗人的东西,2021-10-02 09:03:21,0
红袖添香Scarlett,0,最大的问题是你的设备能用上8-10年吗？,2021-10-01 23:50:58,1
新启元年,0,不合算,2021-09-26 17:33:44,0
zbmonster,0,想问一下这种能保证电压稳定吗？我们东北限电想搞个这种自己用,2021-09-26 13:04:27,2
Rc小超人,0,台风吹走怎么办,2021-09-25 21:19:07,0
seefox_bu19,0,单晶硅板一般实际使用年限就在8-10年，而且发电效率逐年递减,2021-09-19 14:36:16,0
赤色旗儿必将插满全球,0,有这钱不如存银行,2021-09-15 17:55:15,0
御剑飞月,0,被坑了[辣眼睛],2021-09-15 12:25:59,1
嘴臭的小fw,0,这四万块买点理财存存银行都比这个划算呀！,2021-09-15 08:32:19,1
风飘雨落花弑人,0,这说话 这是饿了几年了[捂脸],2021-09-14 22:30:38,1
路过错过重新来过,0,你在私营学校工作不错的，做视频 你有很长的路要走啊，很长，很长很长,2021-09-14 14:45:31,2
近视的狸猫,0,这个的主要问题是以后装的人越多，电量剩余后电价不值钱了，回本就难了,2021-09-09 20:02:28,1
鳴鳳書社,0,B站怎么那么多人嘲笑别人口音语言的？非常没教养非常不礼貌,2021-08-27 11:09:27,2
电子彡DIY,0,这个板子没有那种单晶的转化率高  也差不了多少,2021-08-07 22:31:38,2
太阳火613,0,挺好的,2021-08-07 16:51:37,2
慕雨春枫,0,我家里一年才用了不到一千五百度电,2021-07-31 23:49:53,1
麻甜豆泥,0,不算骗局少买点就自己用应该不错,2021-07-29 21:12:56,1
视网红如粪土,0,5kw装机容量，需要多大的面积的屋顶？,2021-07-27 21:43:20,0
有龍則靈向善之水,0,请问那个太阳能的品牌质量最好？,2021-07-16 17:27:25,0
ROBOTECH_T,0,觉得并不合适，先出了几万，然后分摊那么多年回来，最后应该并不比买银行股分红合适,2021-07-16 10:48:38,0
逆风飞跃,0,怎么可能是骗局，国网官方都有介入接口,2021-07-12 22:20:06,2
aiwo-me,0,没补贴到手0.31每度,2021-07-02 02:16:12,0
人类必将永生,0,如果以后成本降低，真的是造福人类,2021-06-26 19:30:47,0
山中的野鹤,0,不是说逆变器5-8年一换？更新维护费用也得算进去,2021-06-14 19:13:14,1
cvgdd,0,雇公司造起来然后送给有能力的人打理,2021-06-13 20:55:01,0
Rolandpfister,0,最早，电价高是很合适的，现在也不是不行，只能说维持[阴险]别说那些投资这那的。这玩意安装不用你花钱说实话就是占个房顶，很合适的！,2021-05-22 08:54:24,1
走到哪儿画到哪儿,0,这还不如去买银行股，平均年化算上分红都能有百分之十多,2021-03-27 11:06:35,0
你以为你是罗马么,0,年化10%以上的项目还觉得不划算，我也是醉了,2021-03-13 14:57:57,0
小小医生梁医生,0,4毛2补贴都回本啦,2021-03-07 18:49:29,0
无损番茄酱,0,"在设备不损坏和未来电价和补贴不变的最理想情况下，10年才回本，不算好生意。
考虑10年期国债无风险收益率，那就没法看了。",2021-02-05 17:43:36,0
真我的旅程,0,"太阳能板到底几年后会陈旧风化？
处理旧板子要多少钱？
如果不把成本这个算入，就是骗自己",2021-01-31 20:55:23,1
痴汉叔叔2020,0,我们这边没有，这两年一直高集体农庄，享受不到这种福利,2021-01-19 18:34:02,0
威尔逊薇儿,0,4万理财5% 每年这有2000吧,2021-01-13 16:56:14,1
兔子散人,0,路边灰尘大 怎么办 需要天天洗吗,2020-10-17 13:10:39,1
无资不两立,0,不是有人说光伏产能过剩吗？然后亏死了？还有16年的什么互联网，一堆骗子搞了一票就跑了的p2p,2020-06-09 14:00:57,2
锥子007,0,等你回本时记得@我,2020-06-04 23:48:06,1
岁月的童話,0,慢慢吞吞,2020-05-15 17:10:27,1
黄小贱不ng,0,你这是啥app,2020-05-13 01:02:09,0
hellllo1,0,血亏,2020-04-29 17:58:25,2
那边是左右,0,吉林地区日照去哪查大佬们,2020-04-20 22:11:38,0
疯了的小鸟默默,0,请问，这个太阳能太阳板的辐射大吗,2020-03-15 14:23:59,0
美女如云之国际闲人,0,你看上人家利息，人家看上你的本金。,2023-05-15 02:13:22,0
美女如云之国际闲人,0,被人忽悠了，10%只能算回本率，十年回本？还没算个折旧率呢。流动资产到手就是亏钱，刚买辆车手机能原价转手吗？光伏算流动资产中的不良，人工安装成本占比太高，根本无法转让亏无边,2023-05-15 01:30:53,1
晓思丽英,0,我用电才四毛九一度，你卖电四毛多，电网公司不得赔死,2023-04-04 07:07:25,1
我的肯德基,0,假的太多，大家有闲钱也不要去试,2023-03-07 16:54:38,2
1993AtD,0,不会，,2023-02-02 16:02:05,0
界世克坦啊,0,两年给了3900,2023-01-28 22:30:43,1
Oncle1,0,没趣 视频,2023-01-28 16:11:47,2
冬日随想,0,我们家都会用到第三阶梯的电，第三阶梯9毛1一度，2万多成本发了2W多度电对于我来说的话，就可以说基本算回本了,2022-10-09 20:52:16,1
淡淡的发疯着,0,我可以租天台给公司，自己肯定不会建,2022-09-25 12:36:17,0
电气设计李老师,0,不出两年，光伏建设成本下来之后，光伏会迎来大发展,2022-09-16 16:01:57,0
账号已注销,0,感谢up分享。不知道这玩意容易坏不，感觉坏一次就回不了本了。[给心心],2022-07-01 17:02:08,1
燃烧的渡鸦,0,光伏比比特币稳定赚。,2022-06-23 02:12:42,2
bi泛泛之辈,0,广东这边房东收的电费是1.3元，并网的电费是四毛多，他们用这个发电给租客用赚死了,2022-05-21 00:31:39,1
旅行用铜草帽,0,怎么会有投资属性啊，一扯到投资感觉就有诈骗嫌疑了呀,2022-05-01 00:40:52,2
小熊dear,0,这玩意单纯发电不划算,2022-03-14 00:05:37,1
小熊dear,0,单纯为了发电不值，主要为了遮阳装倒不错😌,2022-03-13 22:21:42,1
啊啊阿亮,0,最近觉得b站弹幕一些人嘴真贱,2022-03-03 10:27:49,2
万他爸,0,不对大哥，你自用肯定亏，你从国家电网买电5毛，光伏发的电卖电8毛多，肯定全额上网呀 ，你这个10年回本是自己用了很多电之后剩下的上网的回本周期吧。。。。。。。。。所以你如果自己不用电，回本周期也就6、7年？,2022-02-16 22:55:41,0
R星搬运工,224,你想拿它挣大钱，那不可能的。挣点小钱还是可以的。我家2021年安装的，10千万一共花了31500（价格可以再压一压的），师傅是上门安装的，住在家里。光伏板生产的公司我也是自己跑过去看的。你要自己安装，就要操这个心（有些人安装的时候回偷工减料，导致质量不行，我是自己跟着师傅一起干的，看着他打每颗螺丝，线都裹有保护层，绝缘胶带缠得也是死死的。安装到现在没有维护过一次，灰尘靠老天爷下场雨）。一年大概在4500块。现在6127，回本得七八年，实话实说。骗局谈不上，要说回本挺难的。,2022-07-31 21:44:26,1
bili_28672208253,330,"如果是农村我们这边来算一般一年1000电费都算高的了，8万3电费够你用到死，这太阳能板能用5年吗，5年基本都要开始维护，更新了，又是一大笔钱，还没回本呢又又要换太阳能板子
了，你说是不是骗局",2022-07-10 23:48:36,1
消失的快乐_,109,这东西就是骗局，最开始不要钱，后续维护费用死贵。挣钱的就不要想了，如果是地方用电不够，拿来补充供电还可以。,2022-07-11 08:10:00,1
严格遵守国家法律法规,58,短期看没有什么投资价值，用电量大而功率不大的可以考虑，不能以卖电来算收益忽悠，1毛多不到2毛的收购价，只能以大用电量有价格差的个人为主。目前承受的起的客户在市区，都住的商品房，没空间，乡村一个月200来度电没意义，维护都烦那力气。目前我看到最靠谱指导案例的是长期居住的多人小别墅，月千把来度电，早到3档阶梯了，这样装一下比起电费支出能有巨大的节省，但这种客户一个大城市可能没有10000，而且能够接受的可能顶多百来个。,2022-07-15 16:50:24,1
木仁a,66,很明显就是托在表演,2022-07-11 03:21:04,2
尘风落沐,54,算笔简单帐，现在国内通胀率大概5%，每年投资的增值应当在6%以上（我不确定，但是实际只可能高）才不会亏，就按每年增值5%算，5年要达到105931才算保本。不考虑维护费用和人工成本，这十万多平均到每个月，平均要月入1765才算保本。基本是要亏的。,2022-07-11 23:15:53,2
0o贱贱小黄人o0,51,"实际血亏，有一个原因是通货膨胀。一般算回本，宣传的时候是不包括通货膨胀的。
假设2010年10万投资光伏，到2020年正好回收10万。是不是不亏不赚呢？肯定是亏了，因为2020年10万和2010年10万购买力不一样。
况且光伏一般回本都是20年以上。中国这30年来平均通货膨胀率约7%。
假设光伏投资10万，光伏20年回本，算上年7%通货膨胀。20年后，发电收益得27万6400才能回本，远远超过所谓的10万。",2022-07-27 23:10:30,2
临沂市雷电法王,34,没有300天日照还想挣钱，想屁吃,2022-07-10 23:29:36,0
空降打击,19,一堆人说骗局，跑不赢通胀，特么的，我这两年50万买基金，还剩38万，还不如装几个光伏呢。,2022-07-29 09:28:20,0
朔明明,12,但凡能挣钱，这还要国家补贴？早就成为供不应求的产品。,2022-07-14 18:51:57,0
安宁的空白丿,19,能挣钱，轮不到农村人,2022-07-12 11:05:04,0
人生一半与一般,13,说实话0.44价格倒挂了，一般电网收购价是当地峰谷用电的谷时电价。这个价格电厂眼红死了。,2022-07-11 07:42:36,1
致命九十九岁,8,各位想想就明白了，但凡是真能赚钱还能轮到你[藏狐]？,2022-07-15 04:51:04,1
玩玩切客闹,7,8万多，够我家20年电费了。8万存银行利息也够抵消小半年电费了,2022-07-11 18:40:54,1
啤酒馆的起义l,7,这么说吧。我们厂里就是专门做光伏板的，我们整个厂区都是用工业电，只有几个照明灯上面每个装了一块板子，如果这种东西真能赚钱，为什么我们老板不把整个厂区装满呢？,2022-07-26 14:03:51,1
只顾着看你呢,2,不可能赚钱的，还要有地方！都是钱！赚钱的东西别人会送上门？[吃瓜]离谱,2022-08-01 14:44:40,0
滴溜溜转,2,就是骗你贷款,2022-07-19 15:53:28,0
yuidizzy,7,板子很少坏，但是逆变器，电池这些东西说实话不行。最好的结局就是不亏。但是基本不可能。8万的投入，我家一个月电费200。8W能交33年。板子15年到头了，然后逆变器电池，能用15年吗？自用你也是亏的。再说卖电，这玩意光照天数差的一年发不了多少电。别说这种，大型光伏电站都要选日照天数多的地方。不然也亏。人口分布来说，光照好的地方人很少。绝大多数中国人生活的地方其实都无法获得足够的光照。而且日照好的地方发生冰雹等天气灾害的也非常低。你所在的地方这种概率又是多少，一场冰雹下来板也没了。这种气候风险有考虑到吗就装。这些光伏下乡的项目其实就是欧美对中国光伏制裁以后庞大产能没地去，企业跟银行这些合作贷款推销。别傻乎乎的给他们倒贴去库存。,2022-07-17 15:31:19,1
歌颂我的祖国,4,光伏发电是个不错的项目，但宣传出了偏差，整天以回本和赚钱作为卖点，风能发电也一样，目标客户应该是环保少女这种人,2022-07-15 23:25:35,1
唐公子大大,2,如果是偏远山区，不通电或经常断电，亦或者是光照极强的新疆，确实可以装，其他地方装这玩意就是智商税！[妙啊][妙啊],2022-07-14 20:39:55,0
R星搬运工,224,你想拿它挣大钱，那不可能的。挣点小钱还是可以的。我家2021年安装的，10千万一共花了31500（价格可以再压一压的），师傅是上门安装的，住在家里。光伏板生产的公司我也是自己跑过去看的。你要自己安装，就要操这个心（有些人安装的时候回偷工减料，导致质量不行，我是自己跟着师傅一起干的，看着他打每颗螺丝，线都裹有保护层，绝缘胶带缠得也是死死的。安装到现在没有维护过一次，灰尘靠老天爷下场雨）。一年大概在4500块。现在6127，回本得七八年，实话实说。骗局谈不上，要说回本挺难的。,2022-07-31 21:44:26,1
bili_28672208253,330,"如果是农村我们这边来算一般一年1000电费都算高的了，8万3电费够你用到死，这太阳能板能用5年吗，5年基本都要开始维护，更新了，又是一大笔钱，还没回本呢又又要换太阳能板子
了，你说是不是骗局",2022-07-10 23:48:36,1
消失的快乐_,109,这东西就是骗局，最开始不要钱，后续维护费用死贵。挣钱的就不要想了，如果是地方用电不够，拿来补充供电还可以。,2022-07-11 08:10:00,0
严格遵守国家法律法规,58,短期看没有什么投资价值，用电量大而功率不大的可以考虑，不能以卖电来算收益忽悠，1毛多不到2毛的收购价，只能以大用电量有价格差的个人为主。目前承受的起的客户在市区，都住的商品房，没空间，乡村一个月200来度电没意义，维护都烦那力气。目前我看到最靠谱指导案例的是长期居住的多人小别墅，月千把来度电，早到3档阶梯了，这样装一下比起电费支出能有巨大的节省，但这种客户一个大城市可能没有10000，而且能够接受的可能顶多百来个。,2022-07-15 16:50:24,1
木仁a,66,很明显就是托在表演,2022-07-11 03:21:04,2
尘风落沐,54,算笔简单帐，现在国内通胀率大概5%，每年投资的增值应当在6%以上（我不确定，但是实际只可能高）才不会亏，就按每年增值5%算，5年要达到105931才算保本。不考虑维护费用和人工成本，这十万多平均到每个月，平均要月入1765才算保本。基本是要亏的。,2022-07-11 23:15:53,2
0o贱贱小黄人o0,51,"实际血亏，有一个原因是通货膨胀。一般算回本，宣传的时候是不包括通货膨胀的。
假设2010年10万投资光伏，到2020年正好回收10万。是不是不亏不赚呢？肯定是亏了，因为2020年10万和2010年10万购买力不一样。
况且光伏一般回本都是20年以上。中国这30年来平均通货膨胀率约7%。
假设光伏投资10万，光伏20年回本，算上年7%通货膨胀。20年后，发电收益得27万6400才能回本，远远超过所谓的10万。",2022-07-27 23:10:30,2
临沂市雷电法王,34,没有300天日照还想挣钱，想屁吃,2022-07-10 23:29:36,0
空降打击,19,一堆人说骗局，跑不赢通胀，特么的，我这两年50万买基金，还剩38万，还不如装几个光伏呢。,2022-07-29 09:28:20,0
朔明明,12,但凡能挣钱，这还要国家补贴？早就成为供不应求的产品。,2022-07-14 18:51:57,0
安宁的空白丿,19,能挣钱，轮不到农村人,2022-07-12 11:05:04,0
人生一半与一般,13,说实话0.44价格倒挂了，一般电网收购价是当地峰谷用电的谷时电价。这个价格电厂眼红死了。,2022-07-11 07:42:36,1
致命九十九岁,8,各位想想就明白了，但凡是真能赚钱还能轮到你[藏狐]？,2022-07-15 04:51:04,1
5星工具人,7,自用差不多，靠这个赚钱不太行,2022-07-11 12:57:07,1
啤酒馆的起义l,7,这么说吧。我们厂里就是专门做光伏板的，我们整个厂区都是用工业电，只有几个照明灯上面每个装了一块板子，如果这种东西真能赚钱，为什么我们老板不把整个厂区装满呢？,2022-07-26 14:03:51,1
Unity独立游戏-夜,2,我算了算我一个月用50，夏天789月用空调加100其实用不到加100勉强给加上凑整，一年才900我再凑整一年1000，十年才一万，八万都够我用八十年了，我一辈子也用不了！不要犟我支付宝，都有记录！水费一月20不到，燃气费这几年涨得厉害，原来一年二百多，现在三百多快四百！电费水费涨得少可以忽略！,2022-08-04 21:18:57,1
只顾着看你呢,2,不可能赚钱的，还要有地方！都是钱！赚钱的东西别人会送上门？[吃瓜]离谱,2022-08-01 14:44:40,0
武神在飞翔,2,看你卖给电网多少钱了，我们家当时签的合同是8毛五,2022-07-23 06:47:57,1
yuidizzy,7,板子很少坏，但是逆变器，电池这些东西说实话不行。最好的结局就是不亏。但是基本不可能。8万的投入，我家一个月电费200。8W能交33年。板子15年到头了，然后逆变器电池，能用15年吗？自用你也是亏的。再说卖电，这玩意光照天数差的一年发不了多少电。别说这种，大型光伏电站都要选日照天数多的地方。不然也亏。人口分布来说，光照好的地方人很少。绝大多数中国人生活的地方其实都无法获得足够的光照。而且日照好的地方发生冰雹等天气灾害的也非常低。你所在的地方这种概率又是多少，一场冰雹下来板也没了。这种气候风险有考虑到吗就装。这些光伏下乡的项目其实就是欧美对中国光伏制裁以后庞大产能没地去，企业跟银行这些合作贷款推销。别傻乎乎的给他们倒贴去库存。,2022-07-17 15:31:19,1
歌颂我的祖国,4,光伏发电是个不错的项目，但宣传出了偏差，整天以回本和赚钱作为卖点，风能发电也一样，目标客户应该是环保少女这种人,2022-07-15 23:25:35,1
软饭爱硬吃,2,要是像西欧那些国家一度电两三块钱，那肯定是有的赚的。,2022-07-14 18:40:54,0
老白其人,4,5个发电量最足的时候月，每月2000收入。其他时间看不到什么太阳。算500一个月。一年收入13500元收入。屋顶租金2000一年。一年净收入，11500元。投入83000。7年多无任何损坏可以回本。这真是一个好项目啊！[doge],2022-07-14 09:18:38,1
永公街常务副街长,3,15年，8万块钱，投资一个好的公司，股票都翻几倍了,2022-07-13 17:34:03,0
神棍大白菜,5,都是尼玛骗局[吃瓜]大型光伏电站的成本低的一批，日照时间也长而且有专人维护,2022-07-12 21:30:14,0
找寻流星落,3,别人玩光伏发电是工厂自己用毕竟工业用电一块一度！这么算肯定是值的！你卖出去才多少钱？,2022-07-12 14:33:49,1
章鱼哥的愤怒,2,当局者迷，旁观者清！我不做评论！[doge][doge][doge],2022-07-11 20:08:14,0
不可思议的传说,6,刮风下雨打雷啥的，不是板子坏了就是逆变器挂了[OK],2022-07-11 19:15:54,0
四个二带三个王,5,光伏股都不行了[吃瓜]  被割韭菜的不少吧,2022-07-11 17:56:24,0
光能使者魔动王,2,家用的不划算   一般都是厂房楼上装的,2022-07-11 15:27:41,1
Magnitude_FFT,2,光伏发电还是适合工厂屋顶之类适合消纳的地方，可以卖七毛多，老百姓用不了多少电，全上网了，卖不了多少钱,2022-07-11 14:50:06,0
账号已注销,5,还不如集资搞个核电站,2022-07-11 13:47:39,1
5星工具人,7,自用差不多，靠这个赚钱不太行,2022-07-11 12:57:07,1
上你家蹭饭可好,5,想装自己用，算了算好像不划算[捂脸],2022-07-10 23:46:26,1
奔跑的八爪鱼,3,赚钱别想了，国家补助的项目都是有目的的，这个最大的作用就是节能减排,2022-08-02 11:48:22,0
龙场悟道曾道长,8,评论区辣眼睛，不懂的人装大尾巴狼已经成为常态了。这样说吧，太阳能电池板只要是大厂品牌的，使用寿命20年左右，材料基本上都是耐高温耐气候变化和沙尘还防水的材料，还可以买保险。企业维护只需要一天清理一次灰尘，家用的一周一次都可以。,2022-07-20 23:04:39,1
_我不是大鱼,3,光照充足的地区还可以的，但是入网电费估计也不高。总之就是节能减排可以，靠这个赚钱的就别想了,2022-07-11 23:07:34,0
Fancy_xiao,1,个人最好不要搞光伏发电，被人坑是其次，主要是收益低，个人用不了电只能发电卖电网，收益太少,2022-10-19 10:34:15,1
蛇仗,1,八万≠八万，中间隔了个十年,2022-08-19 22:34:23,1
Unity独立游戏-夜,2,我算了算我一个月用50，夏天789月用空调加100其实用不到加100勉强给加上凑整，一年才900我再凑整一年1000，十年才一万，八万都够我用八十年了，我一辈子也用不了！不要犟我支付宝，都有记录！水费一月20不到，燃气费这几年涨得厉害，原来一年二百多，现在三百多快四百！电费水费涨得少可以忽略！,2022-08-04 21:18:57,1
华晨友缘,1,骗局，十几年前到村里推销过，当场和业务员算过帐，哑口无言,2022-07-28 11:59:54,1
毒临闲人,1,人在海南，自建房，大概150平房，打算用这个来当做房顶隔热，感觉可以有？,2022-07-27 22:05:51,1
白羊边缘人o,3,"光照很充足，请问你考虑的太阳能板发电的合理温度了吗？我还记得有个视频，大厂的2000块的便捷是200瓦太阳能板。室外温度起码35度，太阳直射超过40以上，请问你知道200瓦的板子还有多少的发电量吗？当时看得我笑死了，2000块买个太阳能板子，结果发电量只有134可把我笑死了。
太阳能板的合理温度是25~15，而你说的那些日期有哪个温度是25以下的？",2022-07-27 14:05:07,1
十六夜黑猫,1,外国电费几块钱一度，买板可以赚，国内收你电才几毛钱，不亏已经很好了。,2022-07-23 12:54:34,1
滴溜溜转,2,就是骗你贷款,2022-07-19 15:53:28,0
超级绿坝娘,1,还不如多弄点水电站,2022-07-16 02:17:13,1
不之二,1,光伏养老产业哈哈,2022-07-15 18:57:26,2
